camera_id,runA_frame,runB_frame,confidence,tier,support_score,confidence_is_calibrated_probability,status,left_anchor_id,right_anchor_id,candidate_id,candidate_decision,method
cam5,101,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,102,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,103,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,104,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,105,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,106,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,107,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,108,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,109,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,110,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,111,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,112,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,113,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,114,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,115,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,116,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,117,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,118,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,119,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,120,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,121,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,122,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,123,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,124,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,125,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,126,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,127,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,128,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,129,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,130,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,131,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,132,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,133,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,134,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,135,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,136,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,137,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,138,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,139,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,140,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,141,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,142,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,143,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,144,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,145,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,146,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,147,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,148,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,149,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,150,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,151,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,152,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,153,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,154,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,155,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,156,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,157,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,158,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,159,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,160,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,161,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,162,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,163,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,164,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,165,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,166,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,167,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,168,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,169,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,170,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,171,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,172,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,173,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,174,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,175,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,176,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,177,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,178,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,179,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,180,,0.00,abstain,,False,unsupported_anchor_abstention,,,cam5_A01,abstain_ambiguous_phase,frozen_query_path_adjacent_acceptance_interpolation
cam5,181,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,182,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,183,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,184,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,185,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,186,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,187,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,188,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,189,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,190,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,191,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,192,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,193,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,194,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,195,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,196,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,197,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,198,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,199,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,200,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,201,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,202,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,203,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,204,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,205,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,206,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,207,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,208,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,209,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,210,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,211,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,212,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,213,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,214,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,215,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,216,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,217,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,218,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,219,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,220,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,221,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,222,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,223,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,224,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,225,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,226,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,227,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,228,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,229,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,230,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,231,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,232,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,233,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,234,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,235,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,236,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,237,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,238,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
