camera_id,runA_frame,runB_frame,confidence,tier,support_score,confidence_is_calibrated_probability,status,left_anchor_id,right_anchor_id,candidate_id,candidate_decision,method
cam0,19,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,20,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,21,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,22,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,23,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,24,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,25,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,26,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,27,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,28,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,29,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,30,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,31,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,32,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,33,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,34,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,35,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,36,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,37,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,38,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,39,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,40,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,41,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,42,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,43,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,44,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,45,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,46,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,47,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,48,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,49,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,50,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,51,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,52,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,53,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,54,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,55,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,56,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,57,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,58,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,59,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,60,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,61,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,62,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,63,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,64,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,65,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,66,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,67,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,68,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,69,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,70,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,71,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,72,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,73,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,74,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,75,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,76,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,77,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,78,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,79,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,80,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,81,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,82,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,83,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,84,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,85,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,86,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,87,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,88,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,89,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,90,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,91,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,92,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,93,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,94,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,95,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,96,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,97,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,98,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,99,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,100,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,101,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,102,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,103,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,104,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,105,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,106,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,107,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,108,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,109,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,110,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,111,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,112,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,113,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,114,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,115,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,116,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,117,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,118,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,119,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,120,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,121,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,122,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,123,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,124,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,125,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,126,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,127,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,128,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,129,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,130,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,131,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,132,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,133,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,134,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,135,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,136,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,137,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,138,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,139,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,140,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,141,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,142,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,143,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,144,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,145,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,146,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,147,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,148,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,149,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,150,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,151,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,152,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,153,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,154,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,155,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,156,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,157,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,158,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,159,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,160,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,161,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,162,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,163,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,164,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,165,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,166,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,167,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,168,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,169,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,170,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,171,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,172,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,173,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,174,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,175,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,176,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,177,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,178,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,179,,0.00,abstain,,False,unsupported_before_first_supported_segment,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,180,103,1.00,uncalibrated_geometry_anchor,0.871291,False,geometry_supported_anchor,cam0_A01,cam0_A01,cam0_A01,match_unverified_geometry_supported,frozen_query_path_adjacent_acceptance_interpolation
cam0,181,104,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,182,105,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,183,105,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,184,106,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,185,107,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,186,108,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,187,109,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,188,110,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,189,110,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,190,111,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,191,112,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,192,113,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,193,114,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,194,114,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,195,115,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,196,116,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,197,117,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,198,118,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,199,118,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,200,119,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,201,120,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,202,121,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,203,122,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,204,123,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,205,123,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,206,124,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,207,125,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,208,126,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,209,127,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,210,127,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,211,128,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,212,129,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,213,130,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,214,131,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,215,132,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,216,132,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,217,133,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,218,134,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,219,135,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,220,136,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
cam0,221,136,0.50,uncalibrated_bounded_interpolation,0.680952,False,bounded_interpolation,cam0_A01,cam0_A02,,,frozen_query_path_adjacent_acceptance_interpolation
